sex,drug,source,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
female,Etanercept,Reactome,R-HSA-110320,Translesion Synthesis by POLH,1/6,19/8241,0.013757934410645878,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-69186,Lagging Strand Synthesis,1/6,20/8241,0.014477644018227376,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,1/6,21/8241,0.01519691589949368,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,1/6,25/8241,0.01806963042035048,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-73894,DNA Repair,2/6,307/8241,0.018786112779061573,0.0726736547736148,0.03436892903100014,FANCC/RFC2,2
female,Etanercept,Reactome,R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,1/6,26/8241,0.018786716863568365,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-174411,Polymerase switching on the C-strand of the telomere,1/6,26/8241,0.018786716863568365,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,1/6,30/8241,0.021650700266963474,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-3700989,Transcriptional Regulation by TP53,2/6,341/8241,0.022927329834122864,0.0726736547736148,0.03436892903100014,FANCC/RFC2,2
female,Etanercept,Reactome,R-HSA-5656169,Termination of translesion DNA synthesis,1/6,32/8241,0.02308007752062413,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-69190,DNA strand elongation,1/6,32/8241,0.02308007752062413,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,1/6,34/8241,0.024507714072701026,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-9709570,Impaired BRCA2 binding to RAD51,1/6,35/8241,0.02522088011578205,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-176187,Activation of ATR in response to replication stress,1/6,36/8241,0.02593361161947516,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5685938,HDR through Single Strand Annealing (SSA),1/6,37/8241,0.026645908795621565,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-6783310,Fanconi Anemia Pathway,1/6,38/8241,0.027357771855985424,0.0726736547736148,0.03436892903100014,FANCC,1
female,Etanercept,Reactome,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,1/6,39/8241,0.02806920101225341,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-73933,Resolution of Abasic Sites (AP sites),1/6,39/8241,0.02806920101225341,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-380108,Chemokine receptors bind chemokines,1/6,40/8241,0.028780196476033693,0.0726736547736148,0.03436892903100014,CCR8,1
female,Etanercept,Reactome,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,1/6,40/8241,0.028780196476033693,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5696400,Dual Incision in GG-NER,1/6,41/8241,0.02949075845885818,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,1/6,41/8241,0.02949075845885818,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,1/6,41/8241,0.02949075845885818,0.0726736547736148,0.03436892903100014,RFC2,1
female,Etanercept,Reactome,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,1/6,43/8241,0.030910582827378907,0.07354586948583258,0.03478141806347536,RFC2,1
female,Etanercept,Reactome,R-HSA-73893,DNA Damage Bypass,1/6,48/8241,0.03445257262426604,0.07885963277546086,0.037294410618448313,RFC2,1
female,Etanercept,Reactome,R-HSA-180786,Extension of Telomeres,1/6,51/8241,0.03657258331615576,0.07885963277546086,0.037294410618448313,RFC2,1
female,Etanercept,Reactome,R-HSA-9675135,Diseases of DNA repair,1/6,51/8241,0.03657258331615576,0.07885963277546086,0.037294410618448313,RFC2,1
female,Etanercept,Reactome,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1/6,61/8241,0.04361129218850279,0.08874164630592685,0.041967826628279664,FANCC,1
female,Etanercept,Reactome,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,1/6,62/8241,0.0443127997981444,0.08874164630592685,0.041967826628279664,RFC2,1
female,Etanercept,Reactome,R-HSA-6782135,Dual incision in TC-NER,1/6,63/8241,0.04501387856097738,0.08874164630592685,0.041967826628279664,RFC2,1
female,Etanercept,Reactome,R-HSA-9833482,PKR-mediated signaling,1/6,67/8241,0.04781390933819507,0.08935746420056223,0.04225906011010571,FANCC,1
female,Etanercept,Reactome,R-HSA-5685942,HDR through Homologous Recombination (HRR),1/6,69/8241,0.049211357095961805,0.08935746420056223,0.04225906011010571,RFC2,1
female,Etanercept,Reactome,R-HSA-73884,Base Excision Repair,1/6,69/8241,0.049211357095961805,0.08935746420056223,0.04225906011010571,RFC2,1
female,Etanercept,Reactome,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),1/6,76/8241,0.05408897275235647,0.09330347799781491,0.044125214613764493,RFC2,1
female,Etanercept,Reactome,R-HSA-69473,G2/M DNA damage checkpoint,1/6,76/8241,0.05408897275235647,0.09330347799781491,0.044125214613764493,RFC2,1
female,Etanercept,Reactome,R-HSA-5693607,Processing of DNA double-strand break ends,1/6,81/8241,0.05756020223733904,0.09569792892572467,0.045257601780281695,RFC2,1
female,Etanercept,Reactome,R-HSA-375276,Peptide ligand-binding receptors,1/6,82/8241,0.058253172676870246,0.09569792892572467,0.045257601780281695,CCR8,1
female,Etanercept,Reactome,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),1/6,84/8241,0.05963783976530668,0.09569792892572467,0.045257601780281695,RFC2,1
female,Etanercept,Reactome,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,1/6,88/8241,0.06240208460717667,0.09779855405471226,0.046251032428620595,RFC2,1
female,Etanercept,Reactome,R-HSA-157579,Telomere Maintenance,1/6,90/8241,0.06378166568785582,0.09779855405471226,0.046251032428620595,RFC2,1
female,Etanercept,Reactome,R-HSA-5610787,Hedgehog 'off' state,1/6,101/8241,0.07133916143527197,0.10700874215290795,0.0506067277916117,INTU,1
female,Etanercept,Reactome,R-HSA-5696398,Nucleotide Excision Repair,1/6,108/8241,0.07612195394290411,0.11175350685234858,0.052850628717357837,RFC2,1
female,Etanercept,Reactome,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,1/6,117/8241,0.08224108049510026,0.11182414448241706,0.05288403476666559,PIANP,1
female,Etanercept,Reactome,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),1/6,117/8241,0.08224108049510026,0.11182414448241706,0.05288403476666559,RFC2,1
female,Etanercept,Reactome,R-HSA-73886,Chromosome Maintenance,1/6,117/8241,0.08224108049510026,0.11182414448241706,0.05288403476666559,RFC2,1
female,Etanercept,Reactome,R-HSA-69239,Synthesis of DNA,1/6,119/8241,0.0835962894502219,0.11182414448241706,0.05288403476666559,RFC2,1
female,Etanercept,Reactome,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,1/6,120/8241,0.08427326830558968,0.11182414448241706,0.05288403476666559,CHRNA7,1
female,Etanercept,Reactome,R-HSA-5693538,Homology Directed Repair,1/6,123/8241,0.08630170484749278,0.11235504970711323,0.053135111226857525,RFC2,1
female,Etanercept,Reactome,R-HSA-5358351,Signaling by Hedgehog,1/6,129/8241,0.09034734628619023,0.1154438313656875,0.05459586227820463,INTU,1
female,Etanercept,Reactome,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,1/6,140/8241,0.09772558845035917,0.12260119278317788,0.057980731903562385,FANCC,1
female,Etanercept,Reactome,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),1/6,148/8241,0.10306020083633483,0.12310047207699301,0.05821685178316985,CCR8,1
female,Etanercept,Reactome,R-HSA-69481,G2/M Checkpoints,1/6,148/8241,0.10306020083633483,0.12310047207699301,0.05821685178316985,RFC2,1
female,Etanercept,Reactome,R-HSA-5693532,DNA Double-Strand Break Repair,1/6,150/8241,0.10438973899356674,0.12310047207699301,0.05821685178316985,RFC2,1
female,Etanercept,Reactome,R-HSA-69306,DNA Replication,1/6,153/8241,0.10638096663102325,0.12310047207699301,0.05821685178316985,RFC2,1
female,Etanercept,Reactome,R-HSA-5633007,Regulation of TP53 Activity,1/6,154/8241,0.10704388876260262,0.12310047207699301,0.05821685178316985,RFC2,1
female,Etanercept,Reactome,R-HSA-112315,Transmission across Chemical Synapses,1/6,159/8241,0.11035235543936706,0.12428110694085273,0.0587751993160402,CHRNA7,1
female,Etanercept,Reactome,R-HSA-69242,S Phase,1/6,161/8241,0.11167287870047637,0.12428110694085273,0.0587751993160402,RFC2,1
female,Etanercept,Reactome,R-HSA-418594,G alpha (i) signalling events,1/6,174/8241,0.12021652811687045,0.13166572127085813,0.062267541714669736,CCR8,1
female,Etanercept,Reactome,R-HSA-500792,GPCR ligand binding,1/6,203/8241,0.13902894038556013,0.149890576353182,0.07088646631500599,CCR8,1
female,Etanercept,Reactome,R-HSA-112316,Neuronal System,1/6,227/8241,0.15434320529696866,0.16384124869985903,0.0774840382867373,CHRNA7,1
female,Etanercept,Reactome,R-HSA-913531,Interferon Signaling,1/6,237/8241,0.160656797032944,0.16795937871625963,0.0794315902395736,FANCC,1
female,Etanercept,Reactome,R-HSA-69620,Cell Cycle Checkpoints,1/6,270/8241,0.18121367292560653,0.18662303629652016,0.0882580339464855,RFC2,1
female,Etanercept,Reactome,R-HSA-388396,GPCR downstream signalling,1/6,357/8241,0.2334077966603112,0.23684026425825694,0.11200683740665089,CCR8,1
female,Etanercept,Reactome,R-HSA-372790,Signaling by GPCR,1/6,398/8241,0.25702590291680427,0.25702590291680427,0.12155305858765725,CCR8,1
